id,lat,lon,user,uid,version,changeset,timestamp
1509044694,52.0171845,4.3781485,3dShapes,195219,1,9877117,2011-11-19T20:46:02Z
1509045134,52.0200501,4.381159,3dShapes,195219,1,9877117,2011-11-19T20:46:16Z
1509045442,52.0199143,4.3823258,3dShapes,195219,1,9877117,2011-11-19T20:46:24Z
1509045821,52.0202402,4.3776078,3dShapes,195219,1,9877117,2011-11-19T20:46:32Z
1509046544,52.0203282,4.3735658,3dShapes,195219,1,9877117,2011-11-19T20:46:44Z
1509046873,52.0212696,4.3727103,PTT,13136,2,33380762,2015-08-17T01:57:14Z
1509047510,52.0207042,4.3701649,3dShapes,195219,1,9877117,2011-11-19T20:47:10Z
1509047889,52.0195743,4.3695961,3dShapes,195219,1,9877117,2011-11-19T20:47:19Z
1509048059,52.0199373,4.3686959,3dShapes,195219,1,9877117,2011-11-19T20:47:23Z
1509048304,52.020587,4.3679526,3dShapes,195219,1,9877117,2011-11-19T20:47:30Z
1509048562,52.021542,4.3671916,3dShapes,195219,1,9877117,2011-11-19T20:47:35Z
1509048842,52.0231043,4.3704959,3dShapes,195219,1,9877117,2011-11-19T20:47:42Z
1509049132,52.0225946,4.3698693,3dShapes,195219,1,9877117,2011-11-19T20:47:48Z
1509049430,52.0241337,4.3677684,3dShapes,195219,1,9877117,2011-11-19T20:47:54Z
1509049658,52.0247244,4.3679537,3dShapes,195219,1,9877117,2011-11-19T20:48:00Z
1509049864,52.0254937,4.3684914,3dShapes,195219,1,9877117,2011-11-19T20:48:07Z
1509050017,52.0260726,4.3685589,3dShapes,195219,1,9877117,2011-11-19T20:48:10Z
1509050170,52.0250967,4.366802,3dShapes,195219,1,9877117,2011-11-19T20:48:14Z
1509050453,52.0257455,4.3676653,3dShapes,195219,1,9877117,2011-11-19T20:48:22Z
1509050758,52.026063,4.369625,3dShapes,195219,1,9877117,2011-11-19T20:48:30Z
1509051089,52.0255756,4.3688018,3dShapes,195219,1,9877117,2011-11-19T20:48:39Z
1509051295,52.024167,4.3696927,3dShapes,195219,1,9877117,2011-11-19T20:48:44Z
1509051631,52.0241391,4.3710802,3dShapes,195219,1,9877117,2011-11-19T20:48:51Z
1509051879,52.0252799,4.3720727,3dShapes,195219,1,9877117,2011-11-19T20:48:57Z
1509052125,52.025815,4.3715853,3dShapes,195219,1,9877117,2011-11-19T20:49:02Z
1509052473,52.0262203,4.371505,3dShapes,195219,1,9877117,2011-11-19T20:49:07Z
1509052759,52.0274347,4.3740345,PTT,13136,2,33619018,2015-08-27T12:09:17Z
1509052929,52.0262747,4.3741379,3dShapes,195219,1,9877117,2011-11-19T20:49:17Z
1509053133,52.0250898,4.3736376,3dShapes,195219,1,9877117,2011-11-19T20:49:22Z
1509053446,52.0271793,4.3722556,3dShapes,195219,1,9877117,2011-11-19T20:49:28Z
1509053747,52.027014,4.3722404,3dShapes,195219,1,9877117,2011-11-19T20:49:33Z
1509054181,52.0273734,4.3714492,3dShapes,195219,1,9877117,2011-11-19T20:49:41Z
1509054397,52.0237501,4.3674185,3dShapes,195219,1,9877117,2011-11-19T20:49:47Z
1509054847,52.0282719,4.3731925,3dShapes,195219,1,9877117,2011-11-19T20:49:58Z
1509055623,52.0285873,4.377467,3dShapes,195219,1,9877117,2011-11-19T20:50:15Z
1509055884,52.0278813,4.3775594,3dShapes,195219,1,9877117,2011-11-19T20:50:20Z
1509056324,52.0269622,4.3758521,3dShapes,195219,1,9877117,2011-11-19T20:50:28Z
1509056676,52.0272894,4.3746086,3dShapes,195219,1,9877117,2011-11-19T20:50:36Z
1509057017,52.02768,4.3737501,3dShapes,195219,1,9877117,2011-11-19T20:50:44Z
1509058327,52.0280361,4.3739303,3dShapes,195219,1,9877117,2011-11-19T20:51:17Z
1509058757,52.0276109,4.3805658,PTT,13136,2,33380762,2015-08-17T01:57:15Z
1509059096,52.0281733,4.38181,3dShapes,195219,1,9877117,2011-11-19T20:51:33Z
1509059946,52.0283841,4.3834047,3dShapes,195219,1,9877117,2011-11-19T20:51:47Z
1509060435,52.0277487,4.3885878,3dShapes,195219,1,9877117,2011-11-19T20:51:55Z
1509060774,52.0260405,4.3894116,3dShapes,195219,1,9877117,2011-11-19T20:52:02Z
1509061034,52.0244866,4.3888489,3dShapes,195219,1,9877117,2011-11-19T20:52:08Z
1509061262,52.0282213,4.388475,3dShapes,195219,1,9877117,2011-11-19T20:52:14Z
1509061469,52.0260217,4.3863265,3dShapes,195219,1,9877117,2011-11-19T20:52:20Z
1509061659,52.0264393,4.3824356,3dShapes,195219,1,9877117,2011-11-19T20:52:25Z
1509061862,52.0264361,4.3834389,3dShapes,195219,1,9877117,2011-11-19T20:52:30Z
1509062521,52.0278645,4.379926,3dShapes,195219,1,9877117,2011-11-19T20:52:45Z
1509062774,52.0273913,4.3806619,3dShapes,195219,1,9877117,2011-11-19T20:52:50Z
1509062985,52.0260123,4.3777819,PTT,13136,2,33380762,2015-08-17T01:57:15Z
1509063267,52.0253681,4.375758,PTT,13136,2,33380762,2015-08-17T01:57:16Z
1509063460,52.0236274,4.3711235,3dShapes,195219,1,9877117,2011-11-19T20:53:02Z
1509063679,52.0270872,4.3792251,3dShapes,195219,1,9877117,2011-11-19T20:53:07Z
1509064406,52.0235527,4.3749483,3dShapes,195219,1,9877117,2011-11-19T20:53:22Z
1509064794,52.0220782,4.3759377,pieleric,352940,2,15767501,2013-04-17T21:22:16Z
1509065077,52.02387,4.3751616,3dShapes,195219,1,9877117,2011-11-19T20:53:33Z
1509065304,52.0255501,4.3795909,PTT,13136,2,33380762,2015-08-17T01:57:16Z
1509065601,52.0254574,4.37553,3dShapes,195219,1,9877117,2011-11-19T20:53:44Z
1509065855,52.0260002,4.3760922,3dShapes,195219,1,9877117,2011-11-19T20:53:49Z
1509066142,52.0259917,4.3799451,3dShapes,195219,1,9877117,2011-11-19T20:53:54Z
1509066435,52.0252643,4.3815709,3dShapes,195219,1,9877117,2011-11-19T20:54:01Z
1509066670,52.0249538,4.381592,3dShapes,195219,1,9877117,2011-11-19T20:54:06Z
1509066818,52.022776,4.3869978,3dShapes,195219,1,9877117,2011-11-19T20:54:11Z
1509066967,52.0245054,4.3833672,3dShapes,195219,1,9877117,2011-11-19T20:54:16Z
1509067428,52.0222761,4.3838447,3dShapes,195219,1,9877117,2011-11-19T20:54:27Z
1509068088,52.0237654,4.3847345,3dShapes,195219,1,9877117,2011-11-19T20:54:38Z
1509068441,52.0242383,4.3870619,3dShapes,195219,1,9877117,2011-11-19T20:54:44Z
1509068856,52.0211079,4.385003,3dShapes,195219,1,9877117,2011-11-19T20:54:53Z
1509069081,52.0200411,4.3848447,3dShapes,195219,1,9877117,2011-11-19T20:54:59Z
1509069416,52.0221823,4.3878792,3dShapes,195219,1,9877117,2011-11-19T20:55:06Z
1509069670,52.0210974,4.3860133,3dShapes,195219,1,9877117,2011-11-19T20:55:13Z
1509069938,52.0205197,4.3837156,3dShapes,195219,1,9877117,2011-11-19T20:55:20Z
1509070269,52.017357,4.3848599,PTT,13136,2,34923823,2015-10-28T11:04:26Z
1509070772,52.0138707,4.3904965,PTT,13136,2,34924754,2015-10-28T11:54:45Z
1509071880,52.0156261,4.38764,PTT,13136,2,34923823,2015-10-28T11:04:26Z
1509072306,52.0066518,4.3695555,3dShapes,195219,1,9877117,2011-11-19T20:56:38Z
1509072408,52.0067809,4.3700368,3dShapes,195219,1,9877117,2011-11-19T20:56:43Z
1509072576,52.0080864,4.3694933,3dShapes,195219,1,9877117,2011-11-19T20:56:48Z
1509072891,52.0090108,4.3708626,3dShapes,195219,1,9877117,2011-11-19T20:56:56Z
1509073033,52.0073836,4.3707011,3dShapes,195219,1,9877117,2011-11-19T20:57:02Z
1509073177,52.010572,4.3704627,3dShapes,195219,1,9877117,2011-11-19T20:57:08Z
1509073729,52.0121543,4.3757502,3dShapes,195219,1,9877117,2011-11-19T20:57:23Z
1509074035,51.9747318,4.3986678,3dShapes,195219,1,9877117,2011-11-19T20:57:31Z
1509074326,51.9787225,4.4001358,3dShapes,195219,1,9877117,2011-11-19T20:57:36Z
1509074566,51.9783736,4.4003004,3dShapes,195219,1,9877117,2011-11-19T20:57:43Z
1509074951,51.9852023,4.4026569,3dShapes,195219,1,9877117,2011-11-19T20:57:54Z
1509075218,51.9852037,4.4082431,3dShapes,195219,1,9877117,2011-11-19T20:58:01Z
1509075555,51.9833428,4.40646,3dShapes,195219,1,9877117,2011-11-19T20:58:10Z
1509075895,52.0103232,4.3689973,PTT,13136,2,17523159,2013-08-26T18:52:07Z
1509076106,52.0108402,4.3689373,3dShapes,195219,1,9877117,2011-11-19T20:58:23Z
1509076288,52.0110152,4.367992,PTT,13136,3,17523159,2013-08-26T18:52:08Z
1509076454,52.0133105,4.36813,3dShapes,195219,1,9877117,2011-11-19T20:58:35Z
1509076690,52.0158199,4.3697354,3dShapes,195219,1,9877117,2011-11-19T20:58:40Z
1509077382,52.0170012,4.3669326,3dShapes,195219,1,9877117,2011-11-19T20:58:55Z
1509077832,52.0181944,4.3687997,3dShapes,195219,1,9877117,2011-11-19T20:59:06Z
1509078154,52.0159031,4.3733538,3dShapes,195219,1,9877117,2011-11-19T20:59:14Z
1509078513,52.0168752,4.373933,3dShapes,195219,1,9877117,2011-11-19T20:59:23Z
1509078881,52.0171447,4.3746012,3dShapes,195219,1,9877117,2011-11-19T20:59:31Z
1509079234,52.0156536,4.3742301,3dShapes,195219,1,9877117,2011-11-19T20:59:39Z
1509079649,52.0160114,4.3760131,3dShapes,195219,1,9877117,2011-11-19T20:59:48Z
1509079975,52.017131,4.3780098,3dShapes,195219,1,9877117,2011-11-19T20:59:57Z
1509080402,51.976468,4.4020453,3dShapes,195219,1,9877117,2011-11-19T21:00:06Z
1509080871,51.978525,4.4041671,3dShapes,195219,1,9877117,2011-11-19T21:00:14Z
1509081163,51.977881,4.4060544,3dShapes,195219,1,9877117,2011-11-19T21:00:19Z
1509081479,51.978023,4.4042286,3dShapes,195219,1,9877117,2011-11-19T21:00:24Z
1509081882,51.9793678,4.4067714,3dShapes,195219,1,9877117,2011-11-19T21:00:32Z
1509082594,51.9801116,4.4044753,3dShapes,195219,1,9877117,2011-11-19T21:00:45Z
1509082939,51.9789835,4.4064278,3dShapes,195219,1,9877117,2011-11-19T21:00:52Z
1509083721,51.9783619,4.4080437,3dShapes,195219,1,9877117,2011-11-19T21:01:09Z
1509083986,51.9781503,4.4072668,3dShapes,195219,1,9877117,2011-11-19T21:01:15Z
1509084241,51.9755737,4.4071061,3dShapes,195219,1,9877117,2011-11-19T21:01:23Z
1509084442,51.976395,4.4072691,3dShapes,195219,1,9877117,2011-11-19T21:01:28Z
1509084641,51.9751764,4.4076638,3dShapes,195219,1,9877117,2011-11-19T21:01:34Z
1509084883,51.9771814,4.4045859,3dShapes,195219,1,9877117,2011-11-19T21:01:45Z
1509088260,51.9938762,4.3850039,3dShapes,195219,1,9877117,2011-11-19T21:03:29Z
1509088640,51.9982534,4.3836251,datalogg,105512,2,12537296,2012-07-29T16:45:14Z
1509089008,52.0012244,4.3858825,3dShapes,195219,1,9877117,2011-11-19T21:03:40Z
1509089247,52.003298,4.3847607,3dShapes,195219,1,9877117,2011-11-19T21:03:45Z
1509089529,52.0034926,4.3852759,3dShapes,195219,1,9877117,2011-11-19T21:03:50Z
1509089792,52.0015497,4.3876002,3dShapes,195219,1,9877117,2011-11-19T21:03:54Z
1509090127,52.0053836,4.3852779,3dShapes,195219,1,9877117,2011-11-19T21:04:01Z
1509090465,52.0098623,4.3838682,3dShapes,195219,1,9877117,2011-11-19T21:04:08Z
1509090670,52.010364,4.3824856,3dShapes,195219,1,9877117,2011-11-19T21:04:13Z
1509090919,52.0108342,4.3867077,3dShapes,195219,1,9877117,2011-11-19T21:04:20Z
1509091196,52.0126793,4.3872861,PTT,13136,2,34923823,2015-10-28T11:04:27Z
1509091405,52.0114959,4.3875796,3dShapes,195219,1,9877117,2011-11-19T21:04:34Z
1509091651,52.0117436,4.387146,3dShapes,195219,1,9877117,2011-11-19T21:04:41Z
1509091963,52.0102014,4.3874323,3dShapes,195219,1,9877117,2011-11-19T21:04:49Z
1509092204,52.0080993,4.3874899,3dShapes,195219,1,9877117,2011-11-19T21:04:55Z
1509092787,52.0173821,4.3823376,3dShapes,195219,1,9877117,2011-11-19T21:05:06Z
1509093164,52.0190391,4.3813861,3dShapes,195219,1,9877117,2011-11-19T21:05:14Z
1509093811,52.0171966,4.3751473,3dShapes,195219,1,9877117,2011-11-19T21:05:25Z
1509094500,52.0191371,4.3755482,3dShapes,195219,1,9877117,2011-11-19T21:05:34Z
1509095216,52.0209585,4.3771923,3dShapes,195219,1,9877117,2011-11-19T21:05:46Z
1509095950,52.022158,4.3729482,3dShapes,195219,1,9877117,2011-11-19T21:06:08Z
1509096207,52.0025139,4.3817494,3dShapes,195219,1,9877117,2011-11-19T21:06:15Z
1509096360,52.0040076,4.3822248,3dShapes,195219,1,9877117,2011-11-19T21:06:21Z
1509096641,52.0094124,4.3765212,nimapper,36080,2,12835923,2012-08-23T18:16:13Z
1509097206,52.0127856,4.3756338,3dShapes,195219,1,9877117,2011-11-19T21:06:35Z
1509097731,52.014647,4.370862,3dShapes,195219,1,9877117,2011-11-19T21:06:43Z
1509098216,52.0191075,4.3699224,3dShapes,195219,1,9877117,2011-11-19T21:06:50Z
1509098907,52.0219346,4.3701098,3dShapes,195219,1,9877117,2011-11-19T21:07:03Z
1509102669,52.0285814,4.3634212,3dShapes,195219,1,9877117,2011-11-19T21:08:16Z
1509104948,52.0253076,4.370272,3dShapes,195219,1,9877117,2011-11-19T21:09:18Z
1509105485,52.0253876,4.3709423,3dShapes,195219,1,9877117,2011-11-19T21:09:27Z
1509105959,52.023575,4.3715305,3dShapes,195219,1,9877117,2011-11-19T21:09:36Z
1509106342,52.0243127,4.3734934,3dShapes,195219,1,9877117,2011-11-19T21:09:41Z
1509106994,52.0194032,4.3732089,3dShapes,195219,1,9877117,2011-11-19T21:09:54Z
1509107542,52.026276,4.3742569,3dShapes,195219,1,9877117,2011-11-19T21:10:06Z
1509107846,52.0246498,4.3778425,3dShapes,195219,1,9877117,2011-11-19T21:10:18Z
1509108076,52.0227068,4.384251,3dShapes,195219,1,9877117,2011-11-19T21:10:28Z
1509108741,52.0285183,4.3889811,3dShapes,195219,1,9877117,2011-11-19T21:10:54Z
1509109392,52.0281733,4.3935228,3dShapes,195219,1,9877117,2011-11-19T21:11:11Z
1509112736,52.0224068,4.3904002,3dShapes,195219,1,9877117,2011-11-19T21:12:18Z
1509112993,52.019186,4.3913619,3dShapes,195219,1,9877117,2011-11-19T21:12:24Z
1509113855,52.0137645,4.3917314,3dShapes,195219,1,9877117,2011-11-19T21:12:47Z
1509114320,52.0140772,4.3881058,PTT,13136,2,34924754,2015-10-28T11:54:45Z
1509115709,52.0198404,4.3929748,3dShapes,195219,1,9877117,2011-11-19T21:13:58Z
1509116305,52.0202677,4.3924133,3dShapes,195219,1,9877117,2011-11-19T21:14:10Z
1509116684,52.0188377,4.3957892,3dShapes,195219,1,9877117,2011-11-19T21:14:24Z
1509116887,52.0256712,4.4025564,3dShapes,195219,1,9877117,2011-11-19T21:14:32Z
1509117110,52.0203819,4.392138,3dShapes,195219,1,9877117,2011-11-19T21:14:40Z
1509117406,52.0231803,4.398645,3dShapes,195219,1,9877117,2011-11-19T21:14:49Z
1509117599,52.0219862,4.4000892,3dShapes,195219,1,9877117,2011-11-19T21:14:59Z
1509117714,52.0211206,4.3977266,3dShapes,195219,1,9877117,2011-11-19T21:15:03Z
1509117871,52.0237371,4.4015687,3dShapes,195219,1,9877117,2011-11-19T21:15:09Z
1509118024,52.0224313,4.4003448,3dShapes,195219,1,9877117,2011-11-19T21:15:14Z
1509118127,52.0216658,4.3970917,3dShapes,195219,1,9877117,2011-11-19T21:15:18Z
1509118280,52.0233488,4.4021909,3dShapes,195219,1,9877117,2011-11-19T21:15:26Z
1509118398,52.0236262,4.4048986,3dShapes,195219,1,9877117,2011-11-19T21:15:31Z
1509118619,52.0227217,4.4051433,3dShapes,195219,1,9877117,2011-11-19T21:15:39Z
1509118772,52.0216509,4.4031157,3dShapes,195219,1,9877117,2011-11-19T21:15:46Z
1509119014,52.0247627,4.4077647,3dShapes,195219,1,9877117,2011-11-19T21:15:55Z
1509119324,52.027184,4.4081066,3dShapes,195219,1,9877117,2011-11-19T21:16:04Z
1509122901,52.0067996,4.3842216,3dShapes,195219,1,9877117,2011-11-19T21:18:15Z
1509129752,52.017731,4.3883123,3dShapes,195219,1,9877117,2011-11-19T21:22:08Z
1509133763,52.0257996,4.388993,3dShapes,195219,1,9877117,2011-11-19T21:24:04Z
1509133926,52.0260991,4.4016292,3dShapes,195219,1,9877117,2011-11-19T21:24:10Z
1509134074,52.0221028,4.4078533,3dShapes,195219,1,9877117,2011-11-19T21:24:15Z
1509134286,52.0270761,4.4051613,3dShapes,195219,1,9877117,2011-11-19T21:24:21Z
1509134547,52.0286183,4.4023148,3dShapes,195219,1,9877117,2011-11-19T21:24:28Z
1509776552,51.981337,4.3416442,Marc-sch,568540,5,14732147,2013-01-21T11:42:30Z
1509776655,51.9842595,4.3422439,nimapper,36080,1,9884326,2011-11-20T13:58:44Z
1509776752,51.9957974,4.3469056,Marc-sch,568540,2,13522024,2012-10-16T17:38:27Z
1510155573,51.9219557,4.3669826,3dShapes,195219,1,9887872,2011-11-20T18:17:42Z
1510155795,51.9234161,4.3686975,3dShapes,195219,1,9887872,2011-11-20T18:17:50Z
1510156033,51.9248629,4.3727104,3dShapes,195219,1,9887872,2011-11-20T18:17:55Z
1510156274,51.9238049,4.3725949,3dShapes,195219,1,9887872,2011-11-20T18:18:02Z
1510156760,51.927944,4.3671138,3dShapes,195219,1,9887872,2011-11-20T18:18:14Z
1510157700,51.929393,4.369974,3dShapes,195219,1,9887872,2011-11-20T18:18:32Z
1510158992,51.9317698,4.3717066,3dShapes,195219,1,9887872,2011-11-20T18:18:51Z
1510160090,51.9342505,4.3716832,3dShapes,195219,1,9887872,2011-11-20T18:19:12Z
1510160419,51.9345867,4.3691761,3dShapes,195219,1,9887872,2011-11-20T18:19:19Z
1510160646,51.9367859,4.3692767,3dShapes,195219,1,9887872,2011-11-20T18:19:26Z
1510160835,51.9374176,4.3698862,3dShapes,195219,1,9887872,2011-11-20T18:19:33Z
1510161707,51.9374832,4.3727689,3dShapes,195219,1,9887872,2011-11-20T18:19:55Z
1510162086,51.9385506,4.3742004,3dShapes,195219,1,9887872,2011-11-20T18:20:04Z
1510162426,51.9389043,4.3741009,3dShapes,195219,1,9887872,2011-11-20T18:20:11Z
1510162864,51.9371599,4.3743654,3dShapes,195219,1,9887872,2011-11-20T18:20:21Z
1510163234,51.9342612,4.3766049,3dShapes,195219,1,9887872,2011-11-20T18:20:30Z
1510163655,51.9321273,4.374301,3dShapes,195219,1,9887872,2011-11-20T18:20:41Z
1510164327,51.9382256,4.3743317,3dShapes,195219,1,9887872,2011-11-20T18:20:58Z
1510164602,51.9402716,4.3738295,3dShapes,195219,1,9887872,2011-11-20T18:21:06Z
1510164945,51.9418439,4.3735482,3dShapes,195219,1,9887872,2011-11-20T18:21:15Z
1510165375,51.9417186,4.3744867,3dShapes,195219,1,9887872,2011-11-20T18:21:28Z
1510165602,51.9437288,4.3744644,3dShapes,195219,1,9887872,2011-11-20T18:21:37Z
1510165801,51.9426207,4.3729727,3dShapes,195219,1,9887872,2011-11-20T18:21:44Z
1510166081,51.9425049,4.3732259,3dShapes,195219,1,9887872,2011-11-20T18:21:53Z
1510166347,51.944563,4.3737681,3dShapes,195219,1,9887872,2011-11-20T18:22:02Z
1510166526,51.9469086,4.3739814,3dShapes,195219,1,9887872,2011-11-20T18:22:11Z
1510166648,51.9485963,4.3784546,3dShapes,195219,1,9887872,2011-11-20T18:22:19Z
1510166770,51.9482893,4.3849338,3dShapes,195219,1,9887872,2011-11-20T18:22:24Z
1510166889,51.9491272,4.3831484,3dShapes,195219,1,9887872,2011-11-20T18:22:31Z
1510167004,51.9507605,4.3840611,3dShapes,195219,1,9887872,2011-11-20T18:22:39Z
1510167122,51.9501144,4.3858322,3dShapes,195219,1,9887872,2011-11-20T18:22:46Z
1510167281,51.9485862,4.3857558,3dShapes,195219,1,9887872,2011-11-20T18:22:54Z
1510167399,51.9468478,4.3878404,3dShapes,195219,1,9887872,2011-11-20T18:23:02Z
1510167615,51.9481934,4.3882464,3dShapes,195219,1,9887872,2011-11-20T18:23:14Z
1510168111,51.9461542,4.3937395,3dShapes,195219,1,9887872,2011-11-20T18:23:33Z
1510168483,51.9575696,4.3966941,3dShapes,195219,1,9887872,2011-11-20T18:23:51Z
1510168603,51.9590394,4.3980095,3dShapes,195219,1,9887872,2011-11-20T18:23:58Z
1510168790,51.9584906,4.3986876,3dShapes,195219,1,9887872,2011-11-20T18:24:05Z
1510168998,51.9587152,4.3981057,3dShapes,195219,1,9887872,2011-11-20T18:24:11Z
1510169274,51.9589536,4.4004023,3dShapes,195219,1,9887872,2011-11-20T18:24:20Z
1510169525,51.9611262,4.4041041,3dShapes,195219,1,9887872,2011-11-20T18:24:26Z
1510169719,51.9588192,4.4085822,3dShapes,195219,1,9887872,2011-11-20T18:24:34Z
1510169871,51.9582719,4.4026536,3dShapes,195219,1,9887872,2011-11-20T18:24:41Z
1510170152,51.9570339,4.4006605,3dShapes,195219,1,9887872,2011-11-20T18:24:54Z
1510170330,51.9574555,4.4001216,3dShapes,195219,1,9887872,2011-11-20T18:25:01Z
1510170560,51.9566909,4.3994207,3dShapes,195219,1,9887872,2011-11-20T18:25:08Z
1510170810,51.9560976,4.4004925,3dShapes,195219,1,9887872,2011-11-20T18:25:14Z
1510171076,51.954392,4.4031365,3dShapes,195219,1,9887872,2011-11-20T18:25:21Z
1510171490,51.9546624,4.4017216,3dShapes,195219,1,9887872,2011-11-20T18:25:29Z
1510171741,51.9624679,4.393891,3dShapes,195219,1,9887872,2011-11-20T18:25:35Z
1510172013,51.9597886,4.3985488,3dShapes,195219,1,9887872,2011-11-20T18:25:46Z
1510172194,51.9589161,4.3984761,3dShapes,195219,1,9887872,2011-11-20T18:25:54Z
1510172398,51.9587847,4.4012888,3dShapes,195219,1,9887872,2011-11-20T18:26:03Z
1510172515,51.9583621,4.401174,3dShapes,195219,1,9887872,2011-11-20T18:26:08Z
1510172664,51.9563357,4.4030912,3dShapes,195219,1,9887872,2011-11-20T18:26:16Z
1510172825,51.9560697,4.4034249,3dShapes,195219,1,9887872,2011-11-20T18:26:23Z
1510173133,51.9543971,4.4069404,3dShapes,195219,1,9887872,2011-11-20T18:26:33Z
1510173268,51.9533812,4.4073304,3dShapes,195219,1,9887872,2011-11-20T18:26:40Z
1510173536,51.9533715,4.4061619,3dShapes,195219,1,9887872,2011-11-20T18:26:49Z
1510173864,51.9514038,4.4080811,3dShapes,195219,1,9887872,2011-11-20T18:27:06Z
1510175082,51.9566497,4.4076981,3dShapes,195219,1,9887872,2011-11-20T18:27:59Z
1510175257,51.9569601,4.4066547,3dShapes,195219,1,9887872,2011-11-20T18:28:09Z
1510175418,51.9594827,4.405851,3dShapes,195219,1,9887872,2011-11-20T18:28:16Z
1510175617,51.9623943,4.4041856,3dShapes,195219,1,9887872,2011-11-20T18:28:26Z
1510175856,51.9605696,4.4076189,3dShapes,195219,1,9887872,2011-11-20T18:28:41Z
1510193969,51.9237978,4.4084949,3dShapes,195219,1,9887872,2011-11-20T18:39:31Z
1510194436,51.9218024,4.4065466,3dShapes,195219,1,9887872,2011-11-20T18:39:44Z
1510194687,51.9234552,4.4025786,3dShapes,195219,1,9887872,2011-11-20T18:39:50Z
1510195180,51.9272222,4.4042445,3dShapes,195219,1,9887872,2011-11-20T18:40:00Z
1510195457,51.9282893,4.4035038,3dShapes,195219,1,9887872,2011-11-20T18:40:07Z
1510195691,51.9271282,4.4038235,3dShapes,195219,1,9887872,2011-11-20T18:40:12Z
1510195906,51.9263206,4.4005056,Marc-sch,568540,2,16966453,2013-07-15T19:22:14Z
1510196052,51.9272007,4.4027138,3dShapes,195219,1,9887872,2011-11-20T18:40:24Z
1510196151,51.9274788,4.3991337,3dShapes,195219,1,9887872,2011-11-20T18:40:29Z
1510196267,51.9276451,4.3968601,3dShapes,195219,1,9887872,2011-11-20T18:40:36Z
1510196436,51.9276407,4.3946815,3dShapes,195219,1,9887872,2011-11-20T18:40:43Z
1510196596,51.927443,4.3919259,3dShapes,195219,1,9887872,2011-11-20T18:40:49Z
1510196727,51.9290358,4.3906822,3dShapes,195219,1,9887872,2011-11-20T18:40:54Z
1510196837,51.9285373,4.3898017,3dShapes,195219,1,9887872,2011-11-20T18:40:59Z
1510196963,51.927487,4.3892967,3dShapes,195219,1,9887872,2011-11-20T18:41:06Z
1510197111,51.9260255,4.3888053,3dShapes,195219,1,9887872,2011-11-20T18:41:12Z
1510197300,51.9257726,4.3889926,3dShapes,195219,1,9887872,2011-11-20T18:41:18Z
1510197492,51.9262426,4.3891969,3dShapes,195219,1,9887872,2011-11-20T18:41:24Z
1510197702,51.9231794,4.388667,3dShapes,195219,1,9887872,2011-11-20T18:41:31Z
1510197862,51.9239018,4.3852576,3dShapes,195219,1,9887872,2011-11-20T18:41:36Z
1510198023,51.9261381,4.3882082,3dShapes,195219,1,9887872,2011-11-20T18:41:43Z
1510198195,51.9266984,4.3844295,3dShapes,195219,1,9887872,2011-11-20T18:41:50Z
1510198451,51.9238956,4.3898528,3dShapes,195219,1,9887872,2011-11-20T18:41:58Z
1510198767,51.926252,4.3938223,3dShapes,195219,1,9887872,2011-11-20T18:42:08Z
1510199060,51.9232365,4.392222,3dShapes,195219,1,9887872,2011-11-20T18:42:21Z
1510199507,51.9302188,4.3922877,3dShapes,195219,1,9887872,2011-11-20T18:42:39Z
1510199686,51.9327382,4.393176,3dShapes,195219,1,9887872,2011-11-20T18:42:45Z
1510199924,51.9333258,4.3932799,3dShapes,195219,1,9887872,2011-11-20T18:42:52Z
1510200125,51.9351058,4.390747,3dShapes,195219,1,9887872,2011-11-20T18:42:59Z
1510200424,51.9373897,4.3931507,JJJWegdam,1758654,2,37956138,2016-03-20T13:56:35Z
1510200532,51.9372444,4.3885456,3dShapes,195219,1,9887872,2011-11-20T18:43:14Z
1510200641,51.9359419,4.3878862,3dShapes,195219,1,9887872,2011-11-20T18:43:20Z
1510200781,51.9363697,4.3873558,3dShapes,195219,1,9887872,2011-11-20T18:43:26Z
1510200906,51.9331211,4.385744,3dShapes,195219,1,9887872,2011-11-20T18:43:30Z
1510201100,51.9323295,4.387588,3dShapes,195219,1,9887872,2011-11-20T18:43:39Z
1510201248,51.9329012,4.386311,3dShapes,195219,1,9887872,2011-11-20T18:43:45Z
1510201502,51.9319695,4.3854545,3dShapes,195219,1,9887872,2011-11-20T18:43:53Z
1510201624,51.9312909,4.3850653,3dShapes,195219,1,9887872,2011-11-20T18:44:01Z
1510201764,51.9300357,4.3848196,3dShapes,195219,1,9887872,2011-11-20T18:44:08Z
1510201925,51.9296366,4.3848585,3dShapes,195219,1,9887872,2011-11-20T18:44:15Z
1510202038,51.9281089,4.3837235,3dShapes,195219,1,9887872,2011-11-20T18:44:21Z
1510202168,51.9284064,4.3833275,3dShapes,195219,1,9887872,2011-11-20T18:44:28Z
1510202289,51.9297436,4.3822891,3dShapes,195219,1,9887872,2011-11-20T18:44:34Z
1510202403,51.9314642,4.3833497,3dShapes,195219,1,9887872,2011-11-20T18:44:40Z
1510202518,51.9331325,4.3842072,3dShapes,195219,1,9887872,2011-11-20T18:44:44Z
1510202733,51.9332227,4.3840844,3dShapes,195219,1,9887872,2011-11-20T18:44:52Z
1510202846,51.9329934,4.3837094,3dShapes,195219,1,9887872,2011-11-20T18:44:58Z
