id,node_id,position
7541988,1435362502,13
7541988,44856852,14
7542122,44878159,0
7542122,44879295,1
7542315,44853762,0
7542315,3334973549,1
7542315,44856860,2
7542494,1435362462,0
7542494,1435362467,1
7542494,3761931471,2
7542494,1435362481,3
7542494,3685988469,4
7542494,1435362485,5
7542634,1341416350,0
7542634,44834399,1
7542968,1584013932,0
7542968,44772082,1
7543283,44780539,0
7543283,261609850,1
7543283,44779732,2
7543283,44777788,3
7543283,2193407073,4
7543283,44774675,5
7543283,2193407071,6
7543283,44773698,7
7543283,44772393,8
7543446,1391416917,0
7543446,44679905,1
7543568,44672415,0
7543568,44673329,1
7543684,1448535724,0
7543684,44688422,1
7543684,44689335,2
7543684,331324585,3
7543800,44386955,0
7543800,44389804,1
7543893,44444065,0
7543893,44444689,1
7543994,44440620,0
7543994,44443117,1
7543994,44444689,2
7543994,1474656770,3
7543994,44449360,4
7544154,44412838,0
7544154,44413924,1
7544286,44496879,0
7544286,44498015,1
7544462,44474252,0
7544462,44474801,1
7544584,44497501,0
7544584,44496392,1
7544584,44496390,2
7544584,44498514,3
7544748,44488364,0
7544748,44490023,1
7544932,44386938,0
7544932,322084043,1
7544932,3165386818,2
7544932,44387442,3
7544932,322084045,4
7544932,1493321037,5
7544932,44388819,6
7545029,44557873,0
7545029,2800446676,1
7545029,44557408,2
7545029,44557406,3
7545029,2732483202,4
7545029,44558783,5
7545029,2732483223,6
7545029,2732483232,7
7545029,2732483251,8
7545127,44386929,0
7545127,44387895,1
7549337,44318456,0
7549450,44333724,0
7549450,44335447,1
7549535,2789365865,0
7549535,2789365850,1
7549535,44383081,2
7549621,44343615,0
7549621,44342621,1
7549621,1920255913,2
7549621,1920255911,3
7549621,44340897,4
7549621,1920255883,5
7549621,1920255878,6
7549621,44339571,7
7549700,44339571,0
7549700,44340898,1
7549812,44358451,0
7549812,44358452,1
7549898,44367946,0
7549898,44369945,1
7549975,44352701,0
7549975,44351724,1
7549975,44351721,2
7549975,44353163,3
7550062,44372984,0
7550062,44375372,1
7550188,44315279,0
7550188,44316169,1
7550337,44326241,0
7550337,44325841,1
7550337,44328434,2
7550438,44363820,0
7550438,44372972,1
7550438,44377287,2
7550438,44379279,3
7550438,44381212,4
7550438,44382214,5
7550438,44382623,6
7550438,44383070,7
7550438,44385035,8
7550438,44386969,9
7550554,44350285,0
7550554,44355772,1
7550639,44372501,0
7550639,44374123,1
7550756,44357123,0
7550756,44359861,1
7550876,44353130,0
7550876,44356672,1
7552779,44322200,0
7552779,44321497,1
7552942,1690446067,0
7552942,44365340,1
7552942,44367335,2
7553035,44359853,0
7553035,44362860,1
7553143,44336540,0
7553143,1361220832,1
7553143,44335856,2
7553238,44377752,0
7553238,1472082833,1
7553238,44378259,2
7553238,44378824,3
7553352,44376781,0
7553352,1030610709,1
7553352,44376280,2
7553352,1030610859,3
7553352,1030610725,4
7553352,1030610686,5
7553352,3669147848,6
7553352,3113732080,7
7553352,44376283,8
7553449,44376778,0
7553449,3356870923,1
7553449,44377258,2
7553523,44347512,0
7553523,44348581,1
7553598,44344025,0
7553598,44344024,1
7553598,44344982,2
7553667,44324531,0
7553667,44326226,1
7553735,44324938,0
7553735,3670750587,1
7553735,3670750610,2
7553735,3670750609,3
7553735,44328797,4
7553847,44319979,0
7553847,44319978,1
7553847,44320396,2
7553929,44372468,0
7553929,44379719,1
7553993,44368412,0
7553993,44369367,1
7554055,44353543,0
7554055,44355297,1
7554139,44353543,0
7554139,44354010,1
7554212,44348226,0
7554212,44352654,1
7554212,44353116,2
7554327,1541111218,0
7554327,1711555584,1
7554327,44339534,2
7554327,44340357,3
7554424,44324522,0
7560128,44357530,0
7560128,44358400,1
7560128,44364328,2
7560128,44370846,3
7560128,3438052492,4
7560346,44330087,0
7560346,44332330,1
7560544,44378595,0
7560544,44380683,1
7560685,44319971,0
7560685,44319972,1
7560685,44320390,2
7561612,44341251,0
7561612,44341651,1
7561701,44336512,0
7561701,2622653581,1
7561701,44339895,2
7561776,44332328,0
7561776,44334632,1
7561882,44330080,0
7561882,44330505,1
7561882,1436306857,2
7561882,44331468,3
7561962,44348939,0
7561962,44349329,1
7562049,44335397,0
7562049,1697716544,1
7562049,44338562,2
7562194,3488530110,0
7562194,44316106,1
7562194,3488530111,2
7562194,44317653,3
7562194,44318793,4
7562194,3488530117,5
7562194,44319181,6
7562194,44319951,7
7562362,44356641,0
7562362,44359809,1
7562362,44362312,2
7562362,558623800,3
7562362,44363761,4
7562497,44315210,0
7562497,684769293,1
7562497,1862853245,2
7562497,1862853247,3
7562497,44316883,4
7562497,1862853249,5
7562497,44317237,6
7562497,44318067,7
7562497,44318403,8
7563306,44480239,0
7563306,44482265,1
7563479,44542200,0
7563479,44544538,1
7563479,332707138,2
7563572,44415876,0
7563572,44418056,1
7563646,44412811,0
7563646,44419732,1
7563754,44406423,0
7563754,44409734,1
7563754,4408565798,2
7563754,44412029,3
7563754,44412242,4
7563754,44413348,5
7563881,44495491,0
7563881,2778090494,1
7563881,44494982,2
7563960,44458789,0
7563960,44460036,1
7564036,44451590,0
7564036,44452742,1
7564129,44414900,0
7564129,4244187535,1
7564129,4244187536,2
7564129,4244187538,3
7564129,44415872,4
7564129,44416922,5
7564129,4244187560,6
7564129,44417413,7
7564195,44393513,0
7564195,44395769,1
7564256,44388367,0
7564256,44389247,1
7564314,44399057,0
7564314,44404466,1
7564382,44390062,0
7564382,44390773,1
7564451,44423332,0
7564451,2770984343,1
7564451,44425201,2
7564606,44751084,0
7564606,354475924,1
7564606,44752467,2
7564606,44756868,3
7564606,44759502,4
7564606,44766075,5
7564606,44772569,6
7564606,44775716,7
7564606,44781446,8
7565235,44671321,0
7565235,1421184006,1
7565235,300306414,2
7565235,1421184009,3
7565235,44671911,4
7565404,44766073,0
7565404,44767075,1
7565404,44768007,2
7565565,44674745,0
7565565,44675861,1
7565786,1612101054,0
7565786,44697765,1
7565786,1611999945,2
7565786,1415990629,3
7565786,2009960745,4
7565893,44698338,0
7565893,1987293386,1
7565893,44699940,2
7566009,44687364,0
7566009,2557628806,1
7566009,44688400,2
7566131,44671909,0
7566131,1956827549,1
7566131,1956827547,2
7566131,44672395,3
7566289,1385057761,0
7566289,1385057763,1
7566289,44878877,2
7566430,44830097,0
7566430,44833152,1
7566522,44827048,0
7566522,44828667,1
7566522,44829626,2
7566730,44771250,0
7566730,1390072591,1
7566730,1449135084,2
7566730,44780994,3
7566811,44772547,0
7566811,2748177252,1
7566811,44773851,2
7566811,44776134,3
7566811,44777475,4
7566811,44777899,5
7566925,44788914,0
7566925,3931786150,1
7566925,44789732,2
7567020,44772995,0
7567020,44774347,1
7567020,44773853,2
7567127,44858808,0
7567127,44858806,1
7567127,44859568,2
7567127,44860281,3
7567127,1380814225,4
7567127,1380814229,5
7567252,44776120,0
7567252,44777468,1
7567377,44791777,0
7567377,44792267,1
7567511,44780109,0
7567511,44780980,1
7567511,44781398,2
7567639,44764913,0
7567639,44763966,1
7567740,44656490,0
7567740,44652406,1
7567740,1389809117,2
7567740,1389809118,3
7567740,1953322705,4
7567740,44657489,5
7567740,44661989,6
7567740,44662512,7
7567828,44766528,0
7567828,44768447,1
7567828,2748172789,2
7567828,44769360,3
7567924,44756070,0
7567924,44756838,1
7568049,44752896,0
7568049,2795048289,1
7568194,44758014,0
7568194,44758515,1
7568194,44758827,2
7568314,1540931152,0
7568314,44386908,1
7568314,44389235,2
7568397,44421924,0
7568397,1590978614,1
7568397,44422904,2
7568464,44416917,0
7568464,2107059574,1
7568464,44417402,2
7568464,44420432,3
7568532,44398153,0
7568532,44397351,1
7568532,1541405337,2
7568636,44444036,0
7568636,44446750,1
7568731,44491554,0
7568731,44487836,1
7568731,44488905,2
7568731,44492077,3
7568731,44491554,4
7568842,44508030,0
7568842,44510543,1
7568842,1379119310,2
7568842,1379119309,3
7568842,44511951,4
7569003,44457249,0
7569003,1591060818,1
7569003,44461663,2
7569003,1591367172,3
7569003,1591060839,4
7569003,1591367183,5
7569003,44466391,6
7569139,44549304,0
7569139,1559586790,1
7569139,1559586791,2
7569139,44551252,3
7569292,44586788,0
7569292,1618742487,1
7569292,44584407,2
7569292,1618742485,3
7569292,322101110,4
7569292,44576910,5
7569292,1618742480,6
7569292,1618742478,7
7569292,44570581,8
7569292,1618742476,9
7569292,44569185,10
7569292,44568222,11
7569292,303806801,12
7569292,44566796,13
7569655,44486706,0
7569655,44488889,1
7569742,1421321462,0
7569742,1421301948,1
7569742,1421301952,2
19588063,203405707,0
19588063,203405709,1
19588063,203405710,2
19588063,203405711,3
19588063,203405712,4
19588063,203405715,5
19588063,203405716,6
19588063,203405717,7
19588063,203405718,8
19588063,203405719,9
19588063,203405721,10
19588063,203405724,11
19588063,203405726,12
19588063,203405727,13
19588063,203405729,14
19588063,203405731,15
19588063,4061127631,16
19588063,203405734,17
19588063,203405737,18
19588063,203405739,19
23166397,250398287,0
23166397,3480828808,1
23166397,3480828809,2
23166397,44438756,3
24018670,1744282123,0
24018670,1744282126,1
24168874,261773504,0
24168874,44862224,1
24168874,620833174,2
24168874,2785842962,3
24168874,2785842964,4
24168874,2785842966,5
24168874,620833182,6
24366512,264365321,0
24366512,264365322,1
24366512,264365323,2
24366512,264365324,3
24366512,264365325,4
24366512,264365327,5
24366512,264365328,6
24366512,264365329,7
24366512,264365330,8
24366512,264365331,9
24366512,264365332,10
24366512,264365333,11
24366512,264365335,12
24366512,264365336,13
24366512,264365337,14
24366512,264365338,15
24366512,264365339,16
24366512,264365340,17
24366512,264365342,18
24366512,264365343,19
24366512,264365344,20
24366512,264365345,21
24366512,264365346,22
24366512,264365347,23
24366512,264365348,24
24366512,1014060712,25
24366512,1014060718,26
24366512,264365349,27
24366512,264365350,28
24366512,1014060717,29
24366512,1014060733,30
24366512,1014060710,31
24366512,1014060726,32
24366512,264365351,33
24366512,1014060749,34
24366512,1014060730,35
24366512,264365352,36
24366512,1014060742,37
24366512,264365353,38
24366512,1014060731,39
24366512,1014060735,40
24366512,264365354,41
24366512,264365355,42
24366512,264365357,43
24366512,1014060708,44
24366512,1014060713,45
24366512,264365358,46
24366512,264365359,47
24366512,264369312,48
24366512,264365360,49
24366512,1014060722,50
24366512,1014060732,51
24366512,264365361,52
24366512,1014060724,53
24366512,264365362,54
24366512,1014060747,55
24366512,264365363,56
24366512,264365364,57
24366512,264365365,58
24366512,264365366,59
24366512,264365367,60
24366512,264365368,61
24366512,264365369,62
24366512,264365370,63
24366512,264365372,64
24366512,264365373,65
24366512,264365374,66
24366512,264365375,67
24366512,264365376,68
24366512,264365377,69
24366512,264365378,70
24366512,1565448350,71
24366512,264365379,72
24366512,1014060739,73
24366512,264365380,74
24366512,1565448342,75
24366512,1565448334,76
24366512,1565448333,77
24366512,1565448331,78
24366512,1565448326,79
24366512,1565448328,80
24366512,1565448318,81
24366512,1565448312,82
24366512,1565448310,83
24366512,1565448307,84
24366512,1565448304,85
24366512,1565448291,86
24366512,1565448288,87
24366512,1565448280,88
24366512,1565448279,89
24366512,1565448273,90
24366512,1565448267,91
24366512,1565448275,92
24366512,1565448278,93
24366512,264365694,94
24366512,1014060711,95
24366512,264365695,96
24366512,264365381,97
24366512,1250532478,98
24366512,264365383,99
24366512,264365384,100
24366512,1250532390,101
24366512,264365385,102
24366512,264365386,103
24366512,264365388,104
24366512,264365389,105
24366512,1014060720,106
24366512,264365390,107
24366512,1014060737,108
24366512,264365391,109
24366512,264365392,110
24366512,264365393,111
24366512,1014060715,112
24366512,264365394,113
24366512,264365395,114
24366512,264365396,115
24366512,264365397,116
24366512,264365321,117
24609021,44324928,0
24609021,279126565,1
25510483,277972138,0
25510483,277972039,1
25510483,277972139,2
26600996,1055364610,0
26600996,288151948,1
26600996,1055365823,2
26600996,288151824,3
27214585,1552763645,0
27214585,298657567,1
27214585,298657566,2
27214585,298657565,3
27214585,298657564,4
27214585,298657563,5
27214585,298657574,6
27214585,298657573,7
27214585,298657572,8
27214585,298657571,9
27214585,1552763642,10
27214585,1552763644,11
27214585,1552763645,12
27517873,302095244,0
27517873,302095245,1
27586730,1395330321,0
27586730,1395330320,1
27586730,207156597,2
27586730,207156605,3
27586730,1786686277,4
27586730,1786686274,5
28114621,44911712,0
28114621,308819493,1
28114621,308819494,2
28114621,308819495,3
28114621,308819497,4
28114621,308819498,5
28326876,311082443,0
28326876,311082444,1
28326876,311082445,2
28326876,311082446,3
28326876,311082443,4
28577754,25843925,0
28577754,44867178,1
28830747,316969143,0
28830747,316969145,1
30155091,332296260,0
30155091,332296261,1
30282807,333753135,0
30282807,44588010,1
30282807,1608819747,2
30282807,44588913,3
30282807,1608819716,4
30282807,44590712,5
30695332,339432660,0
30695332,339432661,1
30695332,339432662,2
30695332,339432663,3
30695332,339432664,4
30695332,339432698,5
30695332,339432701,6
30695332,1862026782,7
30695332,339432703,8
30695332,1788188602,9
30695332,339432560,10
30695332,1862026784,11
30695332,1862026790,12
30695332,339432561,13
30695332,339432562,14
30695332,339432563,15
30695332,339432564,16
30695332,339432565,17
30695332,339432567,18
30695332,339432571,19
30695332,339432573,20
30695332,339432575,21
30695332,339432577,22
30695332,339432580,23
30695332,339432582,24
30695332,339432585,25
30695332,339432587,26
30695332,339432591,27
30695332,339432593,28
30695332,339432596,29
30695332,339432598,30
30695332,339432601,31
30695332,339432603,32
30695332,339432606,33
30695332,339432607,34
30695332,339432608,35
30695332,339432619,36
30695332,339432620,37
30695332,339432621,38
30695332,339432622,39
30695332,339432623,40
30695332,339432624,41
30695332,339432625,42
30695332,339432626,43
30695332,339432627,44
30695332,1811702740,45
30695332,339432628,46
30695332,339432629,47
30695332,339432630,48
30695332,339432631,49
30695332,339432632,50
30695332,339432633,51
30695332,339432634,52
30695332,339432635,53
30695332,339432660,54
30827984,342369789,0
30827984,342369791,1
30827984,342369793,2
30827984,342369957,3
30827984,342369795,4
30827984,342369797,5
30827984,342369854,6
30827984,1035861464,7
30827984,342369856,8
30827984,342369867,9
30827984,342369870,10
30827984,342369872,11
30827984,342369875,12
30827984,342369789,13
31054484,345209535,0
31054484,345209536,1
31694240,354671712,0
31694240,354671710,1
31694240,1432937886,2
32072950,44688878,0
32072950,4341694856,1
32072950,360039021,2
32351418,364158072,0
32351418,364158073,1
32351418,364158074,2
32351418,2165480884,3
32351418,364158075,4
32351418,364158076,5
32351418,364158077,6
32838150,332112616,0
32838150,369937464,1
33858317,44611454,0
33858317,44611456,1
34929421,1811674682,0
37231481,433639265,0
37231481,433639267,1
37231481,433639268,2
37231481,433639270,3
37231481,433639265,4
37348753,435587352,0
37348753,435587354,1
37348753,435587355,2
37348753,435587353,3
37348753,435587352,4
37428854,437535748,0
37428854,437535749,1
37428854,437535750,2
37428854,437535752,3
37428854,437535753,4
37428854,437535755,5
37428854,437535756,6
37428854,437535758,7
37428854,437535759,8
37428854,437535761,9
37428854,437535762,10
37428854,437535764,11
37428854,437535765,12
37428854,437535767,13
37428854,437535768,14
37428854,437535770,15
37428854,437535771,16
37428854,437535772,17
37428854,437535773,18
37428854,437535775,19
37428854,437535776,20
37428854,437535777,21
37428854,437535778,22
37428854,437535779,23
37428854,437535780,24
37428854,437535781,25
37428854,437535782,26
37428854,437535748,27
37999386,446292239,0
37999386,1834009606,1
37999386,1432937931,2
38479984,454944388,0
38479984,454944392,1
38482574,454989770,0
38482574,454989806,1
38482624,454989975,0
38482624,454989976,1
38482624,454989977,2
38482624,454989978,3
38483327,454999485,0
38483327,454999471,1
38553151,44816483,0
38553151,623586141,1
38553151,456388484,2
38553151,456388483,3
38553151,545063829,4
38553151,456388485,5
38553151,545063814,6
38553151,456388482,7
38553151,623586104,8
38553151,545063807,9
38553151,456388481,10
38553151,1038812178,11
38553151,545063779,12
38553151,456388480,13
38553151,545063775,14
38553151,456388479,15
38553151,545063767,16
38553151,545063754,17
38553151,623586065,18
38553151,44816483,19
39162857,469107908,0
39162857,469107910,1
39162918,469108097,0
39162918,469108098,1
39162918,469108099,2
39162918,469108100,3
39162918,469108101,4
39164639,469125651,0
39164639,469125652,1
39164639,469125653,2
39165486,469131582,0
39165486,469131583,1
39165486,469131584,2
39165486,469131585,3
39165486,469131586,4
39165486,469131587,5
39165486,469131588,6
39428982,23718958,0
39428982,472312302,1
39428982,1534528744,2
39428982,1433962440,3
39428982,1433962438,4
39428982,1433962439,5
39428982,1433962447,6
40235173,1418508337,0
40235173,1418508346,1
40267844,485609673,0
40267844,683887220,1
40267844,485609674,2
40267844,683887224,3
40267844,485609670,4
40267844,683887232,5
40267844,485609671,6
40267844,683887233,7
40267844,485609672,8
40267844,683887234,9
40267844,485609678,10
40267844,683887225,11
40267844,485609677,12
40267844,683887226,13
40267844,485609676,14
40267844,683887227,15
40267844,485609675,16
40267844,683887221,17
40267844,485609673,18
40930503,498468367,0
40930503,44834697,1
41215642,503608193,0
41215642,503608197,1
41215642,672983357,2
41215642,503608198,3
41215642,44844890,4
41363709,505892256,0
41363709,505892260,1
41363709,505892264,2
41363709,505892269,3
41363709,505892272,4
41363709,505892256,5
41402515,506343525,0
41402515,506343526,1
41403210,506348664,0
41403210,506348665,1
41403210,506348666,2
41403210,506348667,3
41403210,506348668,4
41403210,506348669,5
41403210,506348670,6
41403210,506348671,7
41403210,506348664,8
41404561,506358465,0
41404561,506358466,1
41404615,506358657,0
41404615,506358531,1
41549689,509292975,0
41549689,509293285,1
41549689,643484066,2
41549689,509293243,3
41549689,510163341,4
41549689,510163336,5
41549689,509293294,6
41549689,509293290,7
41549689,509293308,8
41549689,509292975,9
41615026,510953297,0
41615026,510953299,1
41615026,510953305,2
41615026,510953308,3
41615026,510953297,4
41950375,1531389953,0
41950375,519727522,1
42037619,521845896,0
42037619,521845898,1
42165282,1402613311,0
42165282,2355733568,1
42165282,1402613314,2
42384501,529088960,0
42384501,529088962,1
42384501,529088963,2
42384501,529088961,3
42384501,529088960,4
43036676,539144719,0
43036676,539144720,1
43036676,539144721,2
43036676,539144722,3
43036676,539144719,4
43079801,539704718,0
43079801,539704720,1
43177079,540975366,0
43177079,540975368,1
43177079,540975369,2
43925102,1531389847,0
43925102,558623757,1
44322348,563188629,0
44322348,2182081236,1
44322348,2182081239,2
44322348,563188636,3
44322348,2182081241,4
44322348,563188642,5
44322348,563188639,6
44322348,563188633,7
44322348,2182081243,8
44322348,563188627,9
44322348,2182081253,10
44322348,2182081248,11
44322348,563188625,12
44322348,2182081250,13
44322348,2182081255,14
44322348,2182081257,15
44322348,2182081260,16
44322348,2182081263,17
44322348,2182081266,18
44322348,2182081291,19
44322348,2182081295,20
44322348,2182081289,21
44322348,563188622,22
44322348,2182081565,23
44322348,2182081570,24
44322348,563188621,25
44322348,2182081559,26
44322348,2182081563,27
44322348,563188652,28
44322348,563188664,29
44322348,2182081885,30
44322348,2182081859,31
44322348,563188662,32
44322348,2182081863,33
44322348,2182081896,34
44322348,2182081905,35
44322348,2182081938,36
44322348,2182081967,37
44322348,2182082058,38
44322348,563188660,39
44322348,2182082085,40
44322348,2182082079,41
44322348,563188656,42
44322348,2182082102,43
44322348,563188669,44
44322348,2182082120,45
44322348,2182082115,46
44322348,2182082108,47
44322348,563188425,48
44322348,563188427,49
44322348,4168209250,50
44322348,563188429,51
44322348,2182082156,52
44322348,2182082137,53
44322348,2182082135,54
44322348,4168209252,55
44322348,2182082111,56
44322348,2182082075,57
44322348,2182082072,58
44322348,2182082068,59
44322348,2182082066,60
44322348,563188422,61
44322348,2182082060,62
44322348,2182082050,63
44322348,2182082040,64
44322348,2182082004,65
44322348,2182081974,66
44322348,2182081957,67
44322348,2182081946,68
44322348,2182081929,69
44322348,2182081907,70
44322348,563188418,71
44322348,2182081878,72
44322348,2182081856,73
44322348,2182081844,74
44322348,2182081841,75
44322348,2182081835,76
44322348,2182081823,77
44322348,2182081809,78
44322348,2182081802,79
44322348,2182081799,80
44322348,2182081791,81
44322348,2182081764,82
44322348,563188410,83
44322348,2182081754,84
44322348,2182081747,85
44322348,2182081744,86
44322348,2182081737,87
44322348,2182081729,88
44322348,2182081723,89
44322348,2182081720,90
44322348,563188412,91
44322348,2182081718,92
44322348,2182081714,93
44322348,2182081710,94
44322348,2182081707,95
44322348,2182081705,96
44322348,2182081703,97
44322348,2182081702,98
44322348,2182081701,99
44322348,2182081700,100
44322348,2182081699,101
44322348,563188409,102
44322348,563188406,103
44322348,2182081696,104
44322348,2182081694,105
44322348,2182081692,106
44322348,2182081688,107
44322348,2182081686,108
44322348,2182081684,109
44322348,563188401,110
44322348,2182081682,111
44322348,2182081680,112
44322348,2182081676,113
44322348,2182081674,114
44322348,2182081670,115
44322348,563188416,116
44322348,2182081660,117
44322348,563188414,118
44322348,2182081651,119
44322348,2182081647,120
44322348,563188400,121
44322348,2182081638,122
44322348,2182081634,123
44322348,2182081633,124
44322348,2182081629,125
44322348,2182081603,126
44322348,2182081595,127
44322348,2182081582,128
44322348,2182081574,129
44322348,2182081573,130
44322348,2182081572,131
44322348,2182081555,132
44322348,2182081550,133
44322348,2182081543,134
44322348,2182081541,135
44322348,2182081539,136
44322348,563188398,137
44322348,2182081528,138
44322348,2182081525,139
44322348,2182081522,140
44322348,2182081518,141
44322348,2182081514,142
44322348,2182081511,143
44322348,2182081503,144
44322348,2182081500,145
44322348,2182081497,146
44322348,2182081495,147
44322348,2182081493,148
